"chrom" "Start" "FBgn"
"2R" 23599526 "FBgn0260761"
"2R" 23599526 "FBgn0260762"
"2R" 17684855 "FBgn0260763"
"2R" 17685814 "FBgn0260764"
"3R" 6374475 "FBgn0260766"
"2R" 22657901 "FBgn0260767"
"2R" 22661934 "FBgn0260768"
"2R" 24157668 "FBgn0260770"
"X" 9243817 "FBgn0260771"
"2R" 24157668 "FBgn0260775"
"3L" 15717819 "FBgn0260776"
"3L" 15716453 "FBgn0260777"
"3R" 19026174 "FBgn0260779"
"X" 11893943 "FBgn0260780"
"X" 9236801 "FBgn0260789"
"3R" 13121951 "FBgn0260793"
"3R" 4786284 "FBgn0260794"
"3L" 11123348 "FBgn0260795"
"2R" 4322295 "FBgn0260798"
"2R" 4595288 "FBgn0260799"
"X" 11724668 "FBgn0260812"
"2L" 3159950 "FBgn0260817"
"X" 806076 "FBgn0260855"
"3L" 5366455 "FBgn0260856"
"3L" 19261394 "FBgn0260857"
"X" 7920409 "FBgn0260858"
"3L" 9438482 "FBgn0260859"
"3R" 30180232 "FBgn0260860"
"2L" 8686231 "FBgn0260861"
"3L" 691486 "FBgn0260862"
"2R" 22563152 "FBgn0260866"
"X" 20259239 "FBgn0260867"
"X" 20446371 "FBgn0260868"
"X" 20527631 "FBgn0260869"
"X" 20574282 "FBgn0260870"
"X" 20096162 "FBgn0260871"
"X" 20139793 "FBgn0260873"
"3L" 19799278 "FBgn0260874"
"2R" 11886067 "FBgn0260932"
"2L" 553742 "FBgn0260933"
"2R" 19456170 "FBgn0260934"
"3R" 9240757 "FBgn0260935"
"3L" 5769002 "FBgn0260936"
"X" 15876368 "FBgn0260938"
"3R" 21865168 "FBgn0260940"
"3L" 12206238 "FBgn0260941"
"3R" 22550680 "FBgn0260942"
"3L" 17058774 "FBgn0260943"
"3R" 10784383 "FBgn0260944"
"3L" 12784429 "FBgn0260945"
"2L" 14739914 "FBgn0260953"
"2L" 14741161 "FBgn0260954"
"2L" 14744845 "FBgn0260955"
"2R" 11895997 "FBgn0260959"
"3L" 16648442 "FBgn0260960"
"3R" 13052245 "FBgn0260962"
"2R" 13513132 "FBgn0260964"
"3L" 12814254 "FBgn0260965"
"3L" 8068413 "FBgn0260967"
"3L" 8069453 "FBgn0260968"
"3R" 29835610 "FBgn0260969"
"X" 7935896 "FBgn0260970"
"X" 4840833 "FBgn0260971"
"2R" 9135375 "FBgn0260972"
"3L" 4134860 "FBgn0260985"
"X" 1477063 "FBgn0260986"
"3L" 27136525 "FBgn0260987"
"3R" 29749219 "FBgn0260990"
"2R" 7278467 "FBgn0260991"
"2R" 3066499 "FBgn0260995"
"2L" 22064604 "FBgn0260996"
"3L" 26354140 "FBgn0260997"
"3R" 5603236 "FBgn0261004"
"3R" 6375359 "FBgn0261006"
"2R" 9989159 "FBgn0261014"
"3R" 8774286 "FBgn0261015"
"2R" 9587953 "FBgn0261016"
"3R" 18255530 "FBgn0261019"
"2L" 8301345 "FBgn0261020"
"2R" 13805794 "FBgn0261041"
"3R" 17473935 "FBgn0261046"
"3R" 9563924 "FBgn0261049"
"3R" 10827079 "FBgn0261053"
"2L" 3670131 "FBgn0261054"
"2L" 5942623 "FBgn0261055"
"2L" 18292522 "FBgn0261057"
"2L" 20640917 "FBgn0261058"
"3L" 21683098 "FBgn0261059"
"3R" 21735909 "FBgn0261060"
"3R" 25830061 "FBgn0261061"
"2L" 8159832 "FBgn0261064"
"3R" 18661121 "FBgn0261065"
"2R" 21169969 "FBgn0261067"
"2L" 16742315 "FBgn0261068"
"X" 13359248 "FBgn0261085"
"3R" 4314455 "FBgn0261086"
"2L" 17592260 "FBgn0261089"
"3L" 15014695 "FBgn0261090"
"3R" 8349815 "FBgn0261108"
"3L" 15578769 "FBgn0261109"
"3L" 7238542 "FBgn0261111"
"3L" 11098412 "FBgn0261112"
"3R" 18914968 "FBgn0261113"
"2R" 18447361 "FBgn0261119"
"3R" 7094596 "FBgn0261238"
"2L" 21237250 "FBgn0261239"
"3L" 1502843 "FBgn0261243"
"X" 13783714 "FBgn0261244"
"X" 16679297 "FBgn0261245"
"3L" 21382501 "FBgn0261258"
"X" 9358496 "FBgn0261260"
"3R" 5685855 "FBgn0261261"
"3R" 18929196 "FBgn0261262"
"2L" 11988735 "FBgn0261266"
"2R" 8737370 "FBgn0261267"
"2L" 15265245 "FBgn0261268"
"2R" 14270729 "FBgn0261269"
"2R" 14268772 "FBgn0261270"
"3L" 4170404 "FBgn0261274"
"2R" 14230611 "FBgn0261276"
"X" 11152484 "FBgn0261277"
"2L" 16680054 "FBgn0261278"
"3R" 22411301 "FBgn0261279"
"3L" 19793935 "FBgn0261283"
"X" 6986486 "FBgn0261284"
"3R" 19139054 "FBgn0261285"
"3R" 16268329 "FBgn0261286"
"3R" 25591502 "FBgn0261287"
"3R" 28806702 "FBgn0261289"
"3R" 8204195 "FBgn0261290"
"3R" 11144346 "FBgn0261291"
"2R" 16466709 "FBgn0261292"
"2R" 16468209 "FBgn0261293"
"3L" 17719193 "FBgn0261294"
"3L" 19690033 "FBgn0261341"
"2L" 18673363 "FBgn0261349"
"3L" 11708979 "FBgn0261353"
"3R" 10780965 "FBgn0261356"
"2L" 18007935 "FBgn0261357"
"2L" 18007935 "FBgn0261358"
"3L" 19719527 "FBgn0261360"
"3L" 19745834 "FBgn0261361"
"2R" 23064769 "FBgn0261363"
"2R" 24668411 "FBgn0261373"
"3R" 10782563 "FBgn0261380"
"3L" 11708979 "FBgn0261381"
"2R" 7590119 "FBgn0261385"
"Unmapped_Scaffold_8_D1580_D1567" 3093 "FBgn0261386"
"2R" 4815426 "FBgn0261387"
"3R" 7533496 "FBgn0261393"
"2R" 20994900 "FBgn0261394"
"3R" 31122527 "FBgn0261395"
"2L" 19051790 "FBgn0261396"
"2R" 7500147 "FBgn0261397"
"Y" 9833 "FBgn0261399"
"3L" 17820493 "FBgn0261401"
"3L" 17818073 "FBgn0261402"
"2R" 5307288 "FBgn0261403"
"2R" 5363253 "FBgn0261429"
"3R" 4345015 "FBgn0261434"
"3R" 4227387 "FBgn0261436"
"2L" 8364855 "FBgn0261437"
"2R" 19391863 "FBgn0261439"
"X" 1215289 "FBgn0261444"
"3L" 6959554 "FBgn0261445"
"X" 258335 "FBgn0261446"
"3R" 24237166 "FBgn0261452"
"3R" 7921952 "FBgn0261453"
"3L" 17628057 "FBgn0261454"
"3R" 22036343 "FBgn0261455"
"2R" 19493996 "FBgn0261456"
"2L" 1151678 "FBgn0261458"
"X" 19136107 "FBgn0261461"
"2R" 18440965 "FBgn0261477"
"3R" 31746445 "FBgn0261479"
"2R" 17599389 "FBgn0261501"
"3R" 7391413 "FBgn0261502"
"3R" 6808796 "FBgn0261503"
"3R" 6820133 "FBgn0261504"
"2R" 1207416 "FBgn0261505"
"3L" 19953794 "FBgn0261506"
"3L" 19952971 "FBgn0261507"
"3R" 7492961 "FBgn0261508"
"2L" 1555129 "FBgn0261509"
"2L" 13957539 "FBgn0261514"
"X" 9688189 "FBgn0261522"
"2L" 2287025 "FBgn0261523"
"X" 13091145 "FBgn0261524"
"3L" 4501652 "FBgn0261526"
"2L" 14328429 "FBgn0261529"
"3L" 9720414 "FBgn0261530"
"2L" 18007360 "FBgn0261531"
"3R" 18179275 "FBgn0261532"
"2L" 14349020 "FBgn0261534"
"2L" 14352594 "FBgn0261535"
"3L" 7465509 "FBgn0261536"
"3L" 7465509 "FBgn0261537"
"2R" 15698726 "FBgn0261538"
"2R" 12705172 "FBgn0261545"
"3L" 16970013 "FBgn0261547"
"X" 8907068 "FBgn0261549"
"3R" 20309344 "FBgn0261550"
"3R" 9417940 "FBgn0261552"
"3L" 11214505 "FBgn0261553"
"2R" 21295652 "FBgn0261554"
"3L" 9547220 "FBgn0261555"
"3L" 20149614 "FBgn0261556"
"2L" 3478434 "FBgn0261560"
"3R" 5813609 "FBgn0261561"
"3L" 1803107 "FBgn0261562"
"2L" 14263027 "FBgn0261563"
"2R" 22925107 "FBgn0261564"
"3L" 16865295 "FBgn0261565"
"2L" 14587920 "FBgn0261566"
"2L" 14744421 "FBgn0261567"
"2L" 14842358 "FBgn0261568"
"X" 17710144 "FBgn0261570"
"2L" 14724617 "FBgn0261571"
"X" 19521929 "FBgn0261573"
"3L" 20005301 "FBgn0261574"
"3R" 25344761 "FBgn0261575"
"2R" 19944263 "FBgn0261580"
"2R" 19945731 "FBgn0261581"
"2L" 14008101 "FBgn0261582"
"3R" 31707870 "FBgn0261583"
"2R" 22941877 "FBgn0261584"
"2L" 21326660 "FBgn0261586"
"2R" 18611645 "FBgn0261587"
"2R" 8327490 "FBgn0261588"
"X" 7899624 "FBgn0261592"
"2R" 22640526 "FBgn0261596"
"2L" 18441335 "FBgn0261597"
"3R" 9778042 "FBgn0261599"
"3L" 2587456 "FBgn0261602"
"2L" 5070957 "FBgn0261608"
"X" 16445176 "FBgn0261609"
"X" 5764553 "FBgn0261610"
"2R" 12279771 "FBgn0261611"
"2R" 16243145 "FBgn0261612"
"2R" 23101232 "FBgn0261614"
"X" 7412668 "FBgn0261615"
"X" 7413869 "FBgn0261616"
"X" 9665442 "FBgn0261617"
"3R" 28318162 "FBgn0261618"
"X" 20881814 "FBgn0261624"
"2R" 12670483 "FBgn0261625"
"2L" 8781799 "FBgn0261627"
"2L" 13930322 "FBgn0261628"
"2L" 8891440 "FBgn0261630"
"3L" 6233491 "FBgn0261631"
"2R" 14639361 "FBgn0261632"
"3L" 16033778 "FBgn0261633"
"3L" 16032762 "FBgn0261634"
"3L" 16320830 "FBgn0261635"
"3L" 615627 "FBgn0261636"
"3R" 6767050 "FBgn0261638"
"3L" 24546138 "FBgn0261639"
"3L" 24549636 "FBgn0261640"
"3R" 6361672 "FBgn0261641"
"2L" 2365345 "FBgn0261647"
"2L" 11434311 "FBgn0261648"
"3R" 17811541 "FBgn0261649"
"2L" 16888490 "FBgn0261671"
"2R" 12659497 "FBgn0261673"
"3L" 12790192 "FBgn0261674"
"X" 20934869 "FBgn0261675"
"3R" 15348048 "FBgn0261679"
"3R" 15348048 "FBgn0261680"
"3L" 15527620 "FBgn0261681"
"3L" 15526910 "FBgn0261682"
"2L" 6127872 "FBgn0261683"
"2R" 10356171 "FBgn0261686"
"2L" 6127872 "FBgn0261697"
"2R" 10322195 "FBgn0261698"
"2L" 6271024 "FBgn0261699"
"2R" 18377487 "FBgn0261700"
"3R" 7143487 "FBgn0261702"
"X" 15297766 "FBgn0261703"
"3R" 30418767 "FBgn0261704"
"2R" 23011078 "FBgn0261705"
"2R" 22985374 "FBgn0261706"
"2L" 11531966 "FBgn0261707"
"2L" 12543176 "FBgn0261709"
"X" 10461865 "FBgn0261710"
"3R" 12162887 "FBgn0261714"
"3L" 15810081 "FBgn0261722"
"3L" 1921307 "FBgn0261723"
"2R" 23523856 "FBgn0261786"
"2L" 20650755 "FBgn0261787"
"3L" 7655389 "FBgn0261788"
"3R" 6345000 "FBgn0261789"
"2L" 7884930 "FBgn0261790"
"X" 16639810 "FBgn0261791"
"3R" 18982964 "FBgn0261792"
"X" 8409272 "FBgn0261793"
"2R" 23907654 "FBgn0261794"
"3L" 4807368 "FBgn0261797"
"3L" 16422795 "FBgn0261799"
"2L" 7811438 "FBgn0261800"
"3L" 6400590 "FBgn0261801"
"2L" 22131221 "FBgn0261802"
"X" 5296066 "FBgn0261803"
"2L" 18159811 "FBgn0261804"
"2L" 11853430 "FBgn0261805"
"2L" 18739320 "FBgn0261806"
"2R" 19635279 "FBgn0261807"
"3R" 11197592 "FBgn0261808"
"X" 19830215 "FBgn0261811"
"3L" 11382808 "FBgn0261813"
"3R" 13438587 "FBgn0261814"
"3L" 14567440 "FBgn0261816"
"3R" 10143070 "FBgn0261817"
"2L" 8083420 "FBgn0261822"
"2R" 14503958 "FBgn0261823"
"2L" 8143401 "FBgn0261830"
"2L" 8144391 "FBgn0261831"
"3L" 20464714 "FBgn0261832"
"3R" 26324499 "FBgn0261833"
"X" 15976868 "FBgn0261834"
"X" 9557539 "FBgn0261835"
"2L" 5100877 "FBgn0261836"
"3R" 21360176 "FBgn0261837"
"3R" 21360176 "FBgn0261838"
"3R" 21365609 "FBgn0261839"
"3R" 21365609 "FBgn0261840"
"3R" 21365609 "FBgn0261841"
"3R" 21365609 "FBgn0261842"
"3R" 21365609 "FBgn0261843"
"3R" 21365609 "FBgn0261844"
"3R" 21365609 "FBgn0261845"
"3R" 13528597 "FBgn0261846"
"3R" 17121577 "FBgn0261847"
"X" 7331265 "FBgn0261848"
"X" 7382733 "FBgn0261849"
"2R" 21171001 "FBgn0261850"
"2R" 12418797 "FBgn0261853"
"2R" 14944458 "FBgn0261854"
"2R" 7000154 "FBgn0261856"
"3R" 20734748 "FBgn0261857"
"3L" 2389265 "FBgn0261858"
"3R" 15095957 "FBgn0261859"
"3R" 26783609 "FBgn0261860"
"3R" 26784338 "FBgn0261861"
"2R" 10469473 "FBgn0261862"
"2L" 10917015 "FBgn0261871"
"3L" 17036859 "FBgn0261872"
"X" 8178549 "FBgn0261873"
"2L" 15006583 "FBgn0261881"
"3R" 17687818 "FBgn0261885"
"2L" 15863200 "FBgn0261924"
"2L" 15864929 "FBgn0261925"
"X" 5697123 "FBgn0261927"
"3R" 10225690 "FBgn0261928"
"3R" 8578205 "FBgn0261929"
"X" 582121 "FBgn0261930"
"X" 9608946 "FBgn0261931"
"3R" 17406678 "FBgn0261932"
"3L" 12733364 "FBgn0261933"
"3L" 6728800 "FBgn0261934"
"2L" 1103254 "FBgn0261938"
"3L" 4282956 "FBgn0261952"
"3L" 21586828 "FBgn0261953"
"X" 2010860 "FBgn0261954"
"X" 6350629 "FBgn0261955"
"2L" 5461639 "FBgn0261963"
"2R" 24185825 "FBgn0261973"
"2R" 24186062 "FBgn0261974"
"2R" 13964653 "FBgn0261975"
"2L" 4386182 "FBgn0261976"
"2L" 11106943 "FBgn0261983"
"3R" 19853908 "FBgn0261984"
"3L" 328097 "FBgn0261985"
"3R" 25661795 "FBgn0261986"
"3R" 17719454 "FBgn0261987"
"3R" 31405245 "FBgn0261988"
"2R" 13570595 "FBgn0261989"
"2R" 13573618 "FBgn0261990"
"2L" 13457497 "FBgn0261991"
"2L" 13459681 "FBgn0261992"
"3R" 24366527 "FBgn0261993"
"3R" 24367360 "FBgn0261994"
"3R" 27227070 "FBgn0261995"
"3R" 27228673 "FBgn0261996"
"3L" 17791079 "FBgn0261997"
"3L" 17792088 "FBgn0261998"
"2L" 16231475 "FBgn0261999"
"2L" 16241939 "FBgn0262000"
"2L" 8388728 "FBgn0262001"
"2L" 8389881 "FBgn0262002"
"3R" 17413077 "FBgn0262003"
"3R" 17413901 "FBgn0262004"
"3R" 17404487 "FBgn0262005"
"3R" 17406048 "FBgn0262006"
"3L" 10095754 "FBgn0262007"
"3L" 10099357 "FBgn0262008"
"3R" 23372924 "FBgn0262009"
"3R" 23373703 "FBgn0262010"
"2L" 17811953 "FBgn0262017"
"2L" 17786971 "FBgn0262018"
"3L" 10814819 "FBgn0262020"
"3L" 11610135 "FBgn0262021"
"3L" 20200093 "FBgn0262022"
"3R" 17418759 "FBgn0262023"
"3R" 17420638 "FBgn0262024"
"3R" 20139148 "FBgn0262025"
"2R" 16197042 "FBgn0262026"
"3L" 19424702 "FBgn0262027"
"3R" 16004321 "FBgn0262028"
"2L" 8466817 "FBgn0262029"
"3L" 2003109 "FBgn0262030"
"3L" 19478284 "FBgn0262031"
"2L" 9304437 "FBgn0262033"
"3L" 230971 "FBgn0262035"
"2L" 9427870 "FBgn0262036"
"3L" 20317190 "FBgn0262057"
"3R" 11633278 "FBgn0262081"
"2L" 5379095 "FBgn0262097"
"2R" 24809325 "FBgn0262098"
"3L" 16755489 "FBgn0262099"
"3L" 18120932 "FBgn0262100"
"X" 17245353 "FBgn0262101"
"2R" 18687372 "FBgn0262102"
"2R" 18688132 "FBgn0262103"
"3R" 9820514 "FBgn0262104"
"3R" 9824085 "FBgn0262105"
"2L" 2245230 "FBgn0262106"
"3L" 2088166 "FBgn0262107"
"X" 13744928 "FBgn0262108"
"3L" 224106 "FBgn0262109"
"X" 17232942 "FBgn0262111"
"3R" 29794597 "FBgn0262112"
"2R" 10429708 "FBgn0262114"
"2R" 4130974 "FBgn0262115"
"2R" 4186835 "FBgn0262116"
"2R" 4235779 "FBgn0262117"
"2R" 1349392 "FBgn0262123"
"2R" 3900285 "FBgn0262124"
"3R" 5649065 "FBgn0262125"
"2L" 2231106 "FBgn0262126"
"3R" 14697689 "FBgn0262127"
"3L" 366524 "FBgn0262139"
"2L" 19961224 "FBgn0262140"
"2R" 22665646 "FBgn0262141"
"2R" 22666359 "FBgn0262142"
"3R" 21736513 "FBgn0262143"
"3R" 21736933 "FBgn0262144"
"3R" 20534021 "FBgn0262146"
"2L" 1989450 "FBgn0262148"
"3R" 7128087 "FBgn0262149"
"2L" 15810571 "FBgn0262150"
"2L" 13021868 "FBgn0262160"
"X" 15576355 "FBgn0262163"
"2R" 16194062 "FBgn0262166"
"3R" 24530576 "FBgn0262167"
"2R" 10052541 "FBgn0262169"
"2R" 19587301 "FBgn0262170"
"2R" 9621234 "FBgn0262172"
"3R" 6776333 "FBgn0262174"
"2L" 857542 "FBgn0262177"
"X" 1788861 "FBgn0262178"
"3R" 9517524 "FBgn0262180"
"X" 19551152 "FBgn0262181"
"3L" 22518196 "FBgn0262182"
"3R" 20735923 "FBgn0262185"
"X" 12636336 "FBgn0262187"
"3L" 16998457 "FBgn0262189"
"2L" 16678240 "FBgn0262191"
"2L" 13609974 "FBgn0262194"
"2L" 5641298 "FBgn0262200"
"X" 19551528 "FBgn0262201"
"2L" 12460004 "FBgn0262203"
"2R" 2552170 "FBgn0262204"
"2L" 6902062 "FBgn0262205"
"X" 15965947 "FBgn0262210"
"2R" 20584709 "FBgn0262211"
"2L" 5068570 "FBgn0262213"
"3R" 4295369 "FBgn0262214"
"2R" 14145351 "FBgn0262215"
"X" 19551678 "FBgn0262216"
"2R" 9313023 "FBgn0262220"
"X" 13062072 "FBgn0262222"
"3R" 10408137 "FBgn0262223"
"2R" 20585200 "FBgn0262227"
"X" 19558753 "FBgn0262228"
"3R" 16618766 "FBgn0262233"
"X" 4368309 "FBgn0262235"
"X" 22833440 "FBgn0262237"
"2L" 5641191 "FBgn0262239"
"2L" 5642102 "FBgn0262243"
"3L" 22669289 "FBgn0262249"
"X" 19559022 "FBgn0262251"
"2L" 243035 "FBgn0262252"
"2L" 5640940 "FBgn0262256"
"3L" 3412145 "FBgn0262260"
"X" 18124357 "FBgn0262263"
"X" 280172 "FBgn0262266"
"3L" 3299055 "FBgn0262269"
"2L" 13747609 "FBgn0262272"
"2L" 1831685 "FBgn0262275"
"X" 4368483 "FBgn0262279"
"X" 4368646 "FBgn0262282"
"X" 16191254 "FBgn0262283"
"3R" 27642466 "FBgn0262286"
"3R" 16856275 "FBgn0262290"
"3L" 11773731 "FBgn0262291"
"2L" 23168825 "FBgn0262293"
"X" 2010300 "FBgn0262297"
"2R" 12158872 "FBgn0262300"
"X" 19561837 "FBgn0262301"
"4" 626126 "FBgn0262302"
"2R" 16895223 "FBgn0262307"
"X" 19561236 "FBgn0262314"
"3R" 15130754 "FBgn0262315"
"2R" 8444982 "FBgn0262316"
"2L" 6045627 "FBgn0262317"
"3R" 25588859 "FBgn0262319"
"2L" 5641063 "FBgn0262321"
"3R" 13464219 "FBgn0262323"
"3R" 14396399 "FBgn0262327"
"3L" 21574014 "FBgn0262330"
"3R" 21798227 "FBgn0262331"
"2L" 13747748 "FBgn0262332"
"2L" 5641990 "FBgn0262333"
"2R" 20585314 "FBgn0262334"
"X" 11547422 "FBgn0262335"
"X" 19557008 "FBgn0262338"
"X" 4365806 "FBgn0262339"
"X" 19558895 "FBgn0262341"
"3L" 18925090 "FBgn0262351"
"2L" 13119294 "FBgn0262352"
"2L" 12507939 "FBgn0262353"
"2L" 14352077 "FBgn0262354"
"2L" 16944723 "FBgn0262355"
"2L" 17627859 "FBgn0262356"
"2L" 4411155 "FBgn0262357"
"2L" 4437787 "FBgn0262358"
"2L" 8243323 "FBgn0262359"
"2R" 13600645 "FBgn0262360"
"3L" 8318542 "FBgn0262361"
"3R" 8041224 "FBgn0262362"
"3R" 8049673 "FBgn0262363"
"3R" 11750333 "FBgn0262364"
"3R" 13086224 "FBgn0262365"
"3L" 11834721 "FBgn0262366"
"3R" 15417408 "FBgn0262367"
"3L" 3251022 "FBgn0262368"
"X" 8993305 "FBgn0262369"
"2R" 20606067 "FBgn0262370"
"3L" 15843406 "FBgn0262371"
"2R" 19661595 "FBgn0262372"
"3L" 19565131 "FBgn0262373"
"2L" 8258616 "FBgn0262374"
"2L" 4343696 "FBgn0262375"
"3L" 17315006 "FBgn0262376"
"2L" 19569897 "FBgn0262377"
"3R" 10091126 "FBgn0262378"
"3R" 26861349 "FBgn0262379"
"2R" 19661706 "FBgn0262380"
"3L" 10319785 "FBgn0262381"
"3R" 22292879 "FBgn0262382"
"3R" 12551515 "FBgn0262383"
"3R" 31753524 "FBgn0262384"
"2R" 9621251 "FBgn0262385"
"2L" 16698404 "FBgn0262386"
"3L" 8571799 "FBgn0262387"
"3R" 25651398 "FBgn0262388"
"3R" 24488612 "FBgn0262389"
"X" 4366179 "FBgn0262390"
"2R" 13329402 "FBgn0262391"
"2L" 3767621 "FBgn0262392"
"3L" 19797961 "FBgn0262393"
"X" 15509473 "FBgn0262395"
"3L" 11773012 "FBgn0262396"
"3R" 15417744 "FBgn0262397"
"2L" 17566370 "FBgn0262398"
"2L" 17574610 "FBgn0262400"
"3L" 11946093 "FBgn0262401"
"2R" 20583877 "FBgn0262402"
"2R" 15657066 "FBgn0262403"
"3R" 29217184 "FBgn0262404"
"3R" 21621879 "FBgn0262405"
"2L" 18472034 "FBgn0262406"
"2R" 14215802 "FBgn0262407"
"2R" 19661158 "FBgn0262408"
"X" 15508959 "FBgn0262409"
"2R" 19660869 "FBgn0262410"
"3R" 25646506 "FBgn0262411"
"2R" 10885533 "FBgn0262412"
"2L" 16698744 "FBgn0262413"
"2R" 19661289 "FBgn0262414"
"3L" 13620822 "FBgn0262415"
"2R" 17783795 "FBgn0262416"
"3L" 21668714 "FBgn0262417"
"2R" 19660716 "FBgn0262418"
"3R" 10100022 "FBgn0262419"
"3R" 10408302 "FBgn0262420"
"X" 9091230 "FBgn0262421"
"3R" 20853305 "FBgn0262422"
"3R" 6809506 "FBgn0262424"
"2L" 20618366 "FBgn0262425"
"X" 15507956 "FBgn0262426"
"2R" 14233130 "FBgn0262427"
"2L" 9950418 "FBgn0262428"
"3R" 15417542 "FBgn0262429"
"2L" 16697924 "FBgn0262430"
"3R" 24658605 "FBgn0262431"
"2R" 16831432 "FBgn0262432"
"X" 18128219 "FBgn0262433"
"3R" 21622497 "FBgn0262434"
"2R" 23993054 "FBgn0262435"
"2R" 20583752 "FBgn0262436"
"3L" 11656918 "FBgn0262437"
"2L" 16724795 "FBgn0262438"
"2R" 8298106 "FBgn0262440"
"2R" 20584190 "FBgn0262441"
"3L" 8111107 "FBgn0262442"
"2R" 19661422 "FBgn0262443"
"3R" 30791636 "FBgn0262444"
"2L" 20616617 "FBgn0262445"
"2R" 16065254 "FBgn0262446"
"2R" 9553762 "FBgn0262447"
"3R" 29215585 "FBgn0262448"
"2L" 19570182 "FBgn0262449"
"2R" 20584056 "FBgn0262450"
"3L" 642208 "FBgn0262451"
"2L" 16698554 "FBgn0262452"
"2L" 7425795 "FBgn0262453"
"X" 21296385 "FBgn0262454"
"2L" 20487441 "FBgn0262455"
"2L" 18472315 "FBgn0262456"
"3R" 24339232 "FBgn0262457"
"2L" 7425972 "FBgn0262458"
"3R" 10100936 "FBgn0262459"
"2L" 19569490 "FBgn0262460"
"3L" 18860971 "FBgn0262461"
"3R" 16856275 "FBgn0262462"
"2L" 18471434 "FBgn0262463"
"2R" 19661003 "FBgn0262464"
"2L" 4967832 "FBgn0262467"
"3R" 26799041 "FBgn0262473"
"2L" 12344219 "FBgn0262475"
"2R" 18514574 "FBgn0262476"
"3R" 9726020 "FBgn0262477"
"2R" 15185158 "FBgn0262478"
"2R" 18862862 "FBgn0262479"
"2R" 18863896 "FBgn0262480"
"2R" 18864621 "FBgn0262481"
"3L" 21065852 "FBgn0262482"
"3R" 15374635 "FBgn0262483"
"3L" 3483832 "FBgn0262484"
"X" 15220271 "FBgn0262485"
"X" 15222657 "FBgn0262486"
"X" 17067304 "FBgn0262487"
"3L" 8576808 "FBgn0262508"
"3L" 22998372 "FBgn0262509"
"2L" 454754 "FBgn0262510"
"2R" 16324813 "FBgn0262511"
"2R" 15679426 "FBgn0262512"
"2R" 16947658 "FBgn0262513"
"3R" 14899606 "FBgn0262514"
"2R" 9207561 "FBgn0262515"
"3L" 19714418 "FBgn0262516"
"3L" 19544345 "FBgn0262517"
"3L" 19867488 "FBgn0262518"
"3L" 19882051 "FBgn0262519"
"3L" 12523987 "FBgn0262524"
"3R" 15793782 "FBgn0262527"
"3L" 15661867 "FBgn0262528"
"3L" 15648571 "FBgn0262529"
"3L" 15650852 "FBgn0262530"
"3L" 17645486 "FBgn0262531"
"3L" 17868740 "FBgn0262532"
"3L" 17874715 "FBgn0262533"
"X" 14702358 "FBgn0262534"
"3L" 3714027 "FBgn0262535"
"X" 6199216 "FBgn0262536"
"3R" 22768121 "FBgn0262537"
"3R" 22768883 "FBgn0262538"
"3R" 22769775 "FBgn0262539"
"3R" 22770613 "FBgn0262540"
"3R" 22771156 "FBgn0262541"
"3R" 21729502 "FBgn0262542"
"2L" 19910648 "FBgn0262543"
"3L" 3659068 "FBgn0262544"
"2L" 7839777 "FBgn0262546"
"2R" 15013047 "FBgn0262547"
"3R" 18226396 "FBgn0262559"
"2R" 16345838 "FBgn0262560"
"3R" 17768272 "FBgn0262562"
"2R" 17139450 "FBgn0262563"
"2R" 16736813 "FBgn0262564"
"2R" 15374846 "FBgn0262565"
"2R" 25138627 "FBgn0262566"
"2R" 17140495 "FBgn0262567"
"2R" 17257156 "FBgn0262568"
"2R" 18867848 "FBgn0262569"
"2R" 17477565 "FBgn0262570"
"2R" 19552071 "FBgn0262571"
"2R" 11249594 "FBgn0262572"
"2R" 11310831 "FBgn0262574"
"X" 6065729 "FBgn0262575"
"3R" 25995879 "FBgn0262576"
"3R" 26454794 "FBgn0262577"
"3L" 8063874 "FBgn0262579"
"3L" 14381913 "FBgn0262580"
"3L" 14671935 "FBgn0262581"
"3R" 20252770 "FBgn0262582"
"2R" 7402757 "FBgn0262583"
"3R" 28263871 "FBgn0262587"
"3R" 28262735 "FBgn0262588"
"3L" 10624728 "FBgn0262592"
"3L" 2895017 "FBgn0262593"
"2R" 9748800 "FBgn0262594"
"2R" 18640194 "FBgn0262595"
"2L" 8316889 "FBgn0262598"
"2L" 10850141 "FBgn0262599"
"2L" 10425483 "FBgn0262601"
"3R" 8819618 "FBgn0262604"
"3R" 5108678 "FBgn0262605"
"X" 15689490 "FBgn0262606"
"X" 18129585 "FBgn0262607"
"X" 4247313 "FBgn0262608"
"X" 4248377 "FBgn0262609"
"X" 5853761 "FBgn0262610"
"X" 5864550 "FBgn0262611"
"X" 7528304 "FBgn0262612"
"3R" 27501366 "FBgn0262613"
"3R" 8827068 "FBgn0262614"
"2L" 6972243 "FBgn0262616"
"3R" 10264306 "FBgn0262617"
"2R" 23890512 "FBgn0262619"
"2L" 21657625 "FBgn0262620"
"2L" 3701826 "FBgn0262621"
"3L" 13282393 "FBgn0262622"
"3L" 13299841 "FBgn0262623"
"3L" 1885657 "FBgn0262624"
"2L" 21624679 "FBgn0262631"
"4" 375640 "FBgn0262636"
"2L" 11123777 "FBgn0262647"
"X" 3373159 "FBgn0262656"
"3L" 53873 "FBgn0262679"
